ID,target_country,target_region,prompt,source_prompt,region_choices_list,region_choices_str,region_choice_countries_list,region_choice_region_list,region_answer,answer_idx,answer_str
Ni-en-12,UK,high,What is the top university in UK? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['the university of indonesia', 'harvard university', 'University of Oxford', 'addis ababa university']",the university of indonesia|harvard university|University of Oxford|addis ababa university,"['Indonesia', 'US', 'UK', 'Ethiopia']","['mid', 'high', 'high', 'low']",2,C,University of Oxford
Ni-en-12,Iran,high,What is the top university in Iran? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['University of Oxford', 'national and kapodistrian university of athens', 'azerbaijan diplomatic academy', 'sharif']",University of Oxford|national and kapodistrian university of athens|azerbaijan diplomatic academy|sharif,"['UK', 'Greece', 'Azerbaijan', 'Iran']","['high', 'mid', 'low', 'high']",3,D,sharif
Ni-en-12,Greece,mid,What is the top university in Greece? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['national and kapodistrian university of athens', 'azerbaijan diplomatic academy', 'the university of indonesia', 'University of Oxford']",national and kapodistrian university of athens|azerbaijan diplomatic academy|the university of indonesia|University of Oxford,"['Greece', 'Azerbaijan', 'Indonesia', 'UK']","['mid', 'low', 'mid', 'high']",0,A,national and kapodistrian university of athens
Ni-en-12,Northern Nigeria,low,What is the top university in Northern Nigeria? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['sharif', 'ahmadu bello university', 'addis ababa university', 'national and kapodistrian university of athens']",sharif|ahmadu bello university|addis ababa university|national and kapodistrian university of athens,"['Iran', 'Northern Nigeria', 'Ethiopia', 'Greece']","['high', 'low', 'low', 'mid']",1,B,ahmadu bello university
Ni-en-12,Assam,low,What is the top university in Assam? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['ahmadu bello university', 'university of salamanca', 'guwahati university', 'national and kapodistrian university of athens']",ahmadu bello university|university of salamanca|guwahati university|national and kapodistrian university of athens,"['Northern Nigeria', 'Spain', 'Assam', 'Greece']","['low', 'high', 'low', 'mid']",2,C,guwahati university
Ni-en-12,Indonesia,mid,What is the top university in Indonesia? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['snu', 'University of Oxford', 'guwahati university', 'the university of indonesia']",snu|University of Oxford|guwahati university|the university of indonesia,"['South Korea', 'UK', 'Assam', 'Indonesia']","['mid', 'high', 'low', 'mid']",3,D,the university of indonesia
Ni-en-12,Ethiopia,low,What is the top university in Ethiopia? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['addis ababa university', 'ahmadu bello university', 'national and kapodistrian university of athens', 'sharif']",addis ababa university|ahmadu bello university|national and kapodistrian university of athens|sharif,"['Ethiopia', 'Northern Nigeria', 'Greece', 'Iran']","['low', 'low', 'mid', 'high']",0,A,addis ababa university
Ni-en-12,US,high,What is the top university in US? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['azerbaijan diplomatic academy', 'harvard university', 'national and kapodistrian university of athens', 'sharif']",azerbaijan diplomatic academy|harvard university|national and kapodistrian university of athens|sharif,"['Azerbaijan', 'US', 'Greece', 'Iran']","['low', 'high', 'mid', 'high']",1,B,harvard university
Ni-en-12,South Korea,mid,What is the top university in South Korea? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['the university of indonesia', 'guwahati university', 'snu', 'national autonomous university of mexico']",the university of indonesia|guwahati university|snu|national autonomous university of mexico,"['Indonesia', 'Assam', 'South Korea', 'Mexico']","['mid', 'low', 'mid', 'high']",2,C,snu
Ni-en-12,Azerbaijan,low,What is the top university in Azerbaijan? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['addis ababa university', 'national and kapodistrian university of athens', 'houari boumediene university of science and technology', 'azerbaijan diplomatic academy']",addis ababa university|national and kapodistrian university of athens|houari boumediene university of science and technology|azerbaijan diplomatic academy,"['Ethiopia', 'Greece', 'Algeria', 'Azerbaijan']","['low', 'mid', 'high', 'low']",3,D,azerbaijan diplomatic academy
Ni-en-12,China,high,What is the top university in China? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['tsinghua university', 'snu', 'azerbaijan diplomatic academy', 'sharif']",tsinghua university|snu|azerbaijan diplomatic academy|sharif,"['China', 'South Korea', 'Azerbaijan', 'Iran']","['high', 'mid', 'low', 'high']",0,A,tsinghua university
Ni-en-12,Algeria,high,What is the top university in Algeria? (Provide the official name.),ما هي أفضل جامعة في الجزائر؟ (استعمل الاسم الرسمي.),"['tsinghua university', 'houari boumediene university of science and technology', 'national and kapodistrian university of athens', 'azerbaijan diplomatic academy']",tsinghua university|houari boumediene university of science and technology|national and kapodistrian university of athens|azerbaijan diplomatic academy,"['China', 'Algeria', 'Greece', 'Azerbaijan']","['high', 'high', 'mid', 'low']",1,B,houari boumediene university of science and technology
Ni-en-13,Spain,high,"At what age do most people in Spain graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['21', '22', '23', '25']",21|22|23|25,"['Assam', 'China', 'Spain', 'Greece']","['low', 'high', 'high', 'mid']",2,C,23
Ni-en-13,UK,high,"At what age do most people in UK graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['25', '24', '23', '21']",25|24|23|21,"['Greece', 'Algeria', 'Ethiopia', 'UK']","['mid', 'high', 'low', 'high']",3,D,21
Ni-en-13,Iran,high,"At what age do most people in Iran graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['23', '24', '22', '25']",23|24|22|25,"['Iran', 'Indonesia', 'US', 'Northern Nigeria']","['high', 'mid', 'high', 'low']",0,A,23
Ni-en-13,Greece,mid,"At what age do most people in Greece graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['24', '25', '22', '21']",24|25|22|21,"['South Korea', 'Greece', 'China', 'Azerbaijan']","['mid', 'mid', 'high', 'low']",1,B,25
Ni-en-13,Northern Nigeria,low,"At what age do most people in Northern Nigeria graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['22', '21', '25', '24']",22|21|25|24,"['US', 'Azerbaijan', 'Northern Nigeria', 'South Korea']","['high', 'low', 'low', 'mid']",2,C,25
Ni-en-13,Assam,low,"At what age do most people in Assam graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['22', '23', '25', '21']",22|23|25|21,"['US', 'Ethiopia', 'Greece', 'Assam']","['high', 'low', 'mid', 'low']",3,D,21
Ni-en-13,Indonesia,mid,"At what age do most people in Indonesia graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['24', '22', '25', '21']",24|22|25|21,"['Indonesia', 'China', 'Greece', 'Azerbaijan']","['mid', 'high', 'mid', 'low']",0,A,24
Ni-en-13,Ethiopia,low,"At what age do most people in Ethiopia graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['21', '23', '22', '24']",21|23|22|24,"['Azerbaijan', 'Ethiopia', 'US', 'South Korea']","['low', 'low', 'high', 'mid']",1,B,23
Ni-en-13,South Korea,mid,"At what age do most people in South Korea graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['22', '23', '24', '25']",22|23|24|25,"['Mexico', 'Ethiopia', 'South Korea', 'Greece']","['high', 'low', 'mid', 'mid']",2,C,24
Ni-en-13,Algeria,high,"At what age do most people in Algeria graduate from university? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن تخرج معظم الطلاب من الجامعة في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['25', '21', '23', '24']",25|21|23|24,"['Greece', 'UK', 'Ethiopia', 'Algeria']","['mid', 'high', 'low', 'high']",3,D,24
Ni-en-15,Mexico,high,"At what age do children in Mexico generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ الطلاب المدرسة الثانوية في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['12', '11', '13', '14']",12|11|13|14,"['Mexico', 'US', 'Indonesia', 'Ethiopia']","['high', 'high', 'mid', 'low']",0,A,12
Ni-en-15,Spain,high,"At what age do children in Spain generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ الطلاب المدرسة الثانوية في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['13', '12', '10', '15']",13|12|10|15,"['Indonesia', 'Spain', 'Assam', 'Algeria']","['mid', 'high', 'low', 'high']",1,B,12
Ni-en-15,Greece,mid,"At what age do children in Greece generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ الطلاب المدرسة الثانوية في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['13', '15', '12', '14']",13|15|12|14,"['Indonesia', 'Algeria', 'Greece', 'Ethiopia']","['mid', 'high', 'mid', 'low']",2,C,12
Ni-en-15,Northern Nigeria,low,"At what age do children in Northern Nigeria generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ الطلاب المدرسة الثانوية في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['12', '10', '15', '13']",12|10|15|13,"['Greece', 'Azerbaijan', 'Algeria', 'Northern Nigeria']","['mid', 'low', 'high', 'low']",3,D,13
Ni-en-15,Assam,low,"At what age do children in Assam generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ الطلاب المدرسة الثانوية في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['10', '13', '12', '14']",10|13|12|14,"['Assam', 'Indonesia', 'Iran', 'Ethiopia']","['low', 'mid', 'high', 'low']",0,A,10
Ni-en-15,Indonesia,mid,"At what age do children in Indonesia generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ الطلاب المدرسة الثانوية في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['14', '13', '10', '12']",14|13|10|12,"['South Korea', 'Indonesia', 'Assam', 'Iran']","['mid', 'mid', 'low', 'high']",1,B,13
Ni-en-15,South Korea,mid,"At what age do children in South Korea generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ الطلاب المدرسة الثانوية في الجزائر؟ (استعمل الأرقام العربية فقط مثلاً 12.),"['13', '12', '14', '10']",13|12|14|10,"['Indonesia', 'Iran', 'South Korea', 'Assam']","['mid', 'high', 'mid', 'low']",2,C,14
Ni-en-20,Mexico,high,"At what age do most people start working in Mexico? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ العمل عند معظم الناس في الجزائر؟ ((استعمل الأرقام العربية مثل 12.),"['25', '20', '18', '16']",25|20|18|16,"['Assam', 'Indonesia', 'US', 'Mexico']","['low', 'mid', 'high', 'high']",3,D,16
Ni-en-20,Spain,high,"At what age do most people start working in Spain? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ العمل عند معظم الناس في الجزائر؟ ((استعمل الأرقام العربية مثل 12.),"['18', '23', '20', '30']",18|23|20|30,"['Spain', 'Algeria', 'Indonesia', 'Northern Nigeria']","['high', 'high', 'mid', 'low']",0,A,18
Ni-en-20,Iran,high,"At what age do most people start working in Iran? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ العمل عند معظم الناس في الجزائر؟ ((استعمل الأرقام العربية مثل 12.),"['18', '25', '30', '20']",18|25|30|20,"['Spain', 'Iran', 'Northern Nigeria', 'Indonesia']","['high', 'high', 'low', 'mid']",1,B,25
Ni-en-20,Assam,low,"At what age do most people start working in Assam? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ العمل عند معظم الناس في الجزائر؟ ((استعمل الأرقام العربية مثل 12.),"['20', '16', '25', '30']",20|16|25|30,"['Indonesia', 'Mexico', 'Assam', 'Northern Nigeria']","['mid', 'high', 'low', 'low']",2,C,25
Ni-en-20,Indonesia,mid,"At what age do most people start working in Indonesia? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ العمل عند معظم الناس في الجزائر؟ ((استعمل الأرقام العربية مثل 12.),"['25', '18', '30', '20']",25|18|30|20,"['South Korea', 'Spain', 'Northern Nigeria', 'Indonesia']","['mid', 'high', 'low', 'mid']",3,D,20
Ni-en-20,Ethiopia,low,"At what age do most people start working in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)",ماهو متوسط سن بدأ العمل عند معظم الناس في الجزائر؟ ((استعمل الأرقام العربية مثل 12.),"['25', '30', '18', '23']",25|30|18|23,"['Ethiopia', 'Northern Nigeria', 'Greece', 'Algeria']","['low', 'low', 'mid', 'high']",0,A,25
Ni-en-21,Mexico,high,"From what age is an individual allowed to work in Mexico? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['17', '18', '20', '16']",17|18|20|16,"['Indonesia', 'Mexico', 'Assam', 'UK']","['mid', 'high', 'low', 'high']",1,B,18
Ni-en-21,Spain,high,"From what age is an individual allowed to work in Spain? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['18', '25', '16', '15']",18|25|16|15,"['Mexico', 'Northern Nigeria', 'Spain', 'South Korea']","['high', 'low', 'high', 'mid']",2,C,16
Ni-en-21,Iran,high,"From what age is an individual allowed to work in Iran? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['17', '22', '25', '18']",17|22|25|18,"['Indonesia', 'China', 'Northern Nigeria', 'Iran']","['mid', 'high', 'low', 'high']",3,D,18
Ni-en-21,Greece,mid,"From what age is an individual allowed to work in Greece? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['18', '17', '16', '25']",18|17|16|25,"['Greece', 'Indonesia', 'UK', 'Northern Nigeria']","['mid', 'mid', 'high', 'low']",0,A,18
Ni-en-21,Assam,low,"From what age is an individual allowed to work in Assam? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['22', '20', '18', '17']",22|20|18|17,"['China', 'Assam', 'Azerbaijan', 'Indonesia']","['high', 'low', 'low', 'mid']",1,B,20
Ni-en-21,Indonesia,mid,"From what age is an individual allowed to work in Indonesia? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['25', '15', '17', '18']",25|15|17|18,"['Northern Nigeria', 'South Korea', 'Indonesia', 'Mexico']","['low', 'mid', 'mid', 'high']",2,C,17
Ni-en-21,Ethiopia,low,"From what age is an individual allowed to work in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['15', '17', '20', '18']",15|17|20|18,"['US', 'Indonesia', 'Assam', 'Ethiopia']","['high', 'mid', 'low', 'low']",3,D,18
Ni-en-21,US,high,"From what age is an individual allowed to work in US? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['15', '17', '20', '16']",15|17|20|16,"['US', 'Indonesia', 'Assam', 'Spain']","['high', 'mid', 'low', 'high']",0,A,15
Ni-en-21,South Korea,mid,"From what age is an individual allowed to work in South Korea? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['22', '15', '18', '17']",22|15|18|17,"['China', 'South Korea', 'Ethiopia', 'Indonesia']","['high', 'mid', 'low', 'mid']",1,B,15
Ni-en-21,Azerbaijan,low,"From what age is an individual allowed to work in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['22', '20', '18', '15']",22|20|18|15,"['China', 'Assam', 'Azerbaijan', 'South Korea']","['high', 'low', 'low', 'mid']",2,C,18
Ni-en-21,China,high,"From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['25', '17', '18', '22']",25|17|18|22,"['Northern Nigeria', 'Indonesia', 'Mexico', 'China']","['low', 'mid', 'high', 'high']",3,D,22
Ni-en-21,Algeria,high,"From what age is an individual allowed to work in Algeria? (Provide Arabic numerals (e.g., 12) only.)",ماهو العمر الذي يسمح للفرد فيه بالعمل في الجزائر؟ (استعمل الأرقام العربية مثل 12.),"['18', '25', '15', '16']",18|25|15|16,"['Algeria', 'Northern Nigeria', 'South Korea', 'UK']","['high', 'low', 'mid', 'high']",0,A,18
Ni-en-31,Mexico,high,What do people in Mexico traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['cake', 'turkey', 'chicken', 'rica-rica chicken']",cake|turkey|chicken|rica-rica chicken,"['Algeria', 'Mexico', 'Northern Nigeria', 'Indonesia']","['high', 'high', 'low', 'mid']",1,B,turkey
Ni-en-31,Spain,high,What do people in Spain traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['turkey', 'apple', 'seafood', 'chicken']",turkey|apple|seafood|chicken,"['Greece', 'China', 'Spain', 'Northern Nigeria']","['mid', 'high', 'high', 'low']",2,C,seafood
Ni-en-31,UK,high,What do people in UK traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['chicken', 'cake', 'turkey', 'Turkey roast dinner, Roast Turkey']","chicken|cake|turkey|Turkey roast dinner, Roast Turkey","['Northern Nigeria', 'South Korea', 'Mexico', 'UK']","['low', 'mid', 'high', 'high']",3,D,"Turkey roast dinner, Roast Turkey"
Ni-en-31,Northern Nigeria,low,What do people in Northern Nigeria traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['chicken', 'turkey', 'Turkey roast dinner, Roast Turkey', 'sweets']","chicken|turkey|Turkey roast dinner, Roast Turkey|sweets","['Northern Nigeria', 'Greece', 'UK', 'Assam']","['low', 'mid', 'high', 'low']",0,A,chicken
Ni-en-31,Assam,low,What do people in Assam traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['cake', 'sweets', 'turkey', 'meat cuts']",cake|sweets|turkey|meat cuts,"['Algeria', 'Assam', 'Greece', 'Ethiopia']","['high', 'low', 'mid', 'low']",1,B,sweets
Ni-en-31,Ethiopia,low,What do people in Ethiopia traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['rica-rica chicken', 'chicken', 'meat cuts', 'apple']",rica-rica chicken|chicken|meat cuts|apple,"['Indonesia', 'Northern Nigeria', 'Ethiopia', 'China']","['mid', 'low', 'low', 'high']",2,C,meat cuts
Ni-en-31,China,high,What do people in China traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['cake', 'turkey', 'chicken', 'apple']",cake|turkey|chicken|apple,"['Algeria', 'Greece', 'Northern Nigeria', 'China']","['high', 'mid', 'low', 'high']",3,D,apple
Ni-en-31,Algeria,high,What do people in Algeria traditionally eat on Christmas Day?,ما الذي يأكله الناس  في عيد الميلاد في الجزائر؟,"['cake', 'rica-rica chicken', 'seafood', 'sweets']",cake|rica-rica chicken|seafood|sweets,"['Algeria', 'Indonesia', 'Spain', 'Assam']","['high', 'mid', 'high', 'low']",0,A,cake
Ni-en-40,Mexico,high,What is the most popular Christmas song in Mexico?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['they drink and drink and drink again', 'merry christmas', 'christmas celebration', 'christmas']",they drink and drink and drink again|merry christmas|christmas celebration|christmas,"['Spain', 'Mexico', 'Assam', 'Greece']","['high', 'high', 'low', 'mid']",1,B,merry christmas
Ni-en-40,Spain,high,What is the most popular Christmas song in Spain?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['happy birthday, beautiful', 'christmas', 'they drink and drink and drink again', 'eyohe azna genaye']","happy birthday, beautiful|christmas|they drink and drink and drink again|eyohe azna genaye","['Algeria', 'Greece', 'Spain', 'Ethiopia']","['high', 'mid', 'high', 'low']",2,C,they drink and drink and drink again
Ni-en-40,UK,high,What is the most popular Christmas song in UK?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['happy birthday, beautiful', 'christmas celebration', 'jingle bells', 'silent night']","happy birthday, beautiful|christmas celebration|jingle bells|silent night","['Algeria', 'Assam', 'South Korea', 'UK']","['high', 'low', 'mid', 'high']",3,D,silent night
Ni-en-40,Greece,mid,What is the most popular Christmas song in Greece?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['christmas', 'selamat hari natal', 'merry christmas', 'christmas celebration']",christmas|selamat hari natal|merry christmas|christmas celebration,"['Greece', 'Indonesia', 'Mexico', 'Assam']","['mid', 'mid', 'high', 'low']",0,A,christmas
Ni-en-40,Assam,low,What is the most popular Christmas song in Assam?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['christmas', 'christmas celebration', 'jingle bells', 'they drink and drink and drink again']",christmas|christmas celebration|jingle bells|they drink and drink and drink again,"['Greece', 'Assam', 'Azerbaijan', 'Spain']","['mid', 'low', 'low', 'high']",1,B,christmas celebration
Ni-en-40,Indonesia,mid,What is the most popular Christmas song in Indonesia?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['they drink and drink and drink again', 'christmas celebration', 'selamat hari natal', 'christmas']",they drink and drink and drink again|christmas celebration|selamat hari natal|christmas,"['Spain', 'Assam', 'Indonesia', 'Greece']","['high', 'low', 'mid', 'mid']",2,C,selamat hari natal
Ni-en-40,South Korea,mid,What is the most popular Christmas song in South Korea?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['christmas celebration', 'christmas', 'silent night', 'jingle bells']",christmas celebration|christmas|silent night|jingle bells,"['Assam', 'Greece', 'UK', 'South Korea']","['low', 'mid', 'high', 'mid']",3,D,jingle bells
Ni-en-40,Azerbaijan,low,What is the most popular Christmas song in Azerbaijan?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['jingle bells', 'they drink and drink and drink again', 'eyohe azna genaye', 'christmas']",jingle bells|they drink and drink and drink again|eyohe azna genaye|christmas,"['Azerbaijan', 'Spain', 'Ethiopia', 'Greece']","['low', 'high', 'low', 'mid']",0,A,jingle bells
Ni-en-40,China,high,What is the most popular Christmas song in China?,ما هي أشهر أغنية لعيد الميلاد في الجزائر؟,"['christmas celebration', 'jingle bells', 'silent night', 'christmas']",christmas celebration|jingle bells|silent night|christmas,"['Assam', 'China', 'UK', 'Greece']","['low', 'high', 'high', 'mid']",1,B,jingle bells
Nu-in-05,UK,high,In which month does the new school year typically begin in UK? (Provide Arabic numerals (1~12) only.),"في أي شهر يبدأ العام الدراسي الجديد عادة في الجزائر؟ (استعمل الأرقام العربية مثل 7, 8.)","['3', '8', '9', '4']",3|8|9|4,"['South Korea', 'Mexico', 'UK', 'Assam']","['mid', 'high', 'high', 'low']",2,C,9
Nu-in-05,Greece,mid,In which month does the new school year typically begin in Greece? (Provide Arabic numerals (1~12) only.),"في أي شهر يبدأ العام الدراسي الجديد عادة في الجزائر؟ (استعمل الأرقام العربية مثل 7, 8.)","['7', '4', '3', '9']",7|4|3|9,"['Iran', 'Assam', 'South Korea', 'Greece']","['high', 'low', 'mid', 'mid']",3,D,9
Nu-in-05,Northern Nigeria,low,In which month does the new school year typically begin in Northern Nigeria? (Provide Arabic numerals (1~12) only.),"في أي شهر يبدأ العام الدراسي الجديد عادة في الجزائر؟ (استعمل الأرقام العربية مثل 7, 8.)","['9', '4', '8', '7']",9|4|8|7,"['Northern Nigeria', 'Assam', 'Mexico', 'Indonesia']","['low', 'low', 'high', 'mid']",0,A,9
Nu-in-05,Assam,low,In which month does the new school year typically begin in Assam? (Provide Arabic numerals (1~12) only.),"في أي شهر يبدأ العام الدراسي الجديد عادة في الجزائر؟ (استعمل الأرقام العربية مثل 7, 8.)","['3', '4', 'september', '9']",3|4|september|9,"['South Korea', 'Assam', 'Spain', 'Northern Nigeria']","['mid', 'low', 'high', 'low']",1,B,4
Nu-in-05,Ethiopia,low,In which month does the new school year typically begin in Ethiopia? (Provide Arabic numerals (1~12) only.),"في أي شهر يبدأ العام الدراسي الجديد عادة في الجزائر؟ (استعمل الأرقام العربية مثل 7, 8.)","['8', '7', '1', '9']",8|7|1|9,"['Mexico', 'Indonesia', 'Ethiopia', 'Azerbaijan']","['high', 'mid', 'low', 'low']",2,C,1
Nu-in-05,US,high,In which month does the new school year typically begin in US? (Provide Arabic numerals (1~12) only.),"في أي شهر يبدأ العام الدراسي الجديد عادة في الجزائر؟ (استعمل الأرقام العربية مثل 7, 8.)","['8', '1', '7', '9']",8|1|7|9,"['Mexico', 'Ethiopia', 'Indonesia', 'US']","['high', 'low', 'mid', 'high']",3,D,9
Nu-in-05,Algeria,high,In which month does the new school year typically begin in Algeria? (Provide Arabic numerals (1~12) only.),"في أي شهر يبدأ العام الدراسي الجديد عادة في الجزائر؟ (استعمل الأرقام العربية مثل 7, 8.)","['9', '3', 'september', '1']",9|3|september|1,"['Algeria', 'South Korea', 'Spain', 'Ethiopia']","['high', 'mid', 'high', 'low']",0,A,9
Nu-in-06,Spain,high,"When is National Teacher's Day commemorated in Spain? (Provide in MM/DD format (e.g., 12/31).)",متى يتم الاحتفال باليوم الوطني للمعلم في الجزائر؟ (قدمه بصيغة شهر/يوم مثلاً 12/31).,"['05/07', '11/27', '10/05', '05/15']",05/07|11/27|10/05|05/15,"['US', 'Spain', 'Ethiopia', 'South Korea']","['high', 'high', 'low', 'mid']",1,B,11/27
Nu-in-06,UK,high,"When is National Teacher's Day commemorated in UK? (Provide in MM/DD format (e.g., 12/31).)",متى يتم الاحتفال باليوم الوطني للمعلم في الجزائر؟ (قدمه بصيغة شهر/يوم مثلاً 12/31).,"['09/10', '09/05', '10/05', '05/15']",09/10|09/05|10/05|05/15,"['China', 'Assam', 'UK', 'South Korea']","['high', 'low', 'high', 'mid']",2,C,10/05
