ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
Jod-ch-16,UK,Europe,What is the biggest festival in UK?,What is the biggest festival in the UK?,B,"['the fallas', 'glastonbury', 'nowruz', 'easter']","['las fallas', 'glastonbury', 'نوروز', 'ትንሳየ']","['Spain', 'UK', 'Iran', 'Ethiopia']","['Europe', 'Europe', 'Western Asia', 'Africa']",1,glastonbury
Jod-ch-30,UK,Europe,What are the specific decorations or symbols associated with the biggest festival in UK?,What are the specific decorations or symbols associated with the biggest festival in the UK?,C,"['flag', 'samani', 'christmas tree', 'wearing new clothes']","['bandera', 'səməni', 'christmas tree', 'saka kayan sallah']","['Spain', 'Azerbaijan', 'UK', 'Northern_Nigeria']","['Europe', 'Western Asia', 'Europe', 'Africa']",2,christmas tree
Jod-ch-41,UK,Europe,What is the common leisure activity that females in their 20s in UK engage in?,What is the common leisure activity that females in their 20s in the UK engage in?,D,"['watching', 'go shopping', 'sport', 'jogging']","['kallo', 'ir a comprar', 'ورزش', 'jogging']","['Northern_Nigeria', 'Spain', 'Iran', 'UK']","['Africa', 'Europe', 'Western Asia', 'Europe']",3,jogging
Jod-ch-54,UK,Europe,"How long (in days) is the marriage leave in UK? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) is marriage leave in the UK? (Provide Arabic numerals (e.g., 12) only.)",A,"['0', '5', '3', '6']","['0', '5', '3', '6']","['UK', 'Mexico', 'China', 'Greece']","['Europe', 'North America', 'East Asia', 'Europe']",0,0
Jod-ch-61,UK,Europe,Which occupation is most preferred among females in UK?,Which occupation is most preferred among females in the UK?,B,"['teacher', 'teaching', 'instructor', 'educator']","['教师', 'teaching', 'instructor', 'εκπαιδευτικός']","['China', 'UK', 'US', 'Greece']","['East Asia', 'Europe', 'North America', 'Europe']",1,teaching
Ki-pe-32,UK,Europe,What food do the hosts usually prepare for the guests in UK?,What food do the hosts usually prepare for the guests in the UK?,C,"['meat', 'feta and salad', 'buffet', 'a traditional soup or stew made of pork and corn']","['고기', 'σαλάτα', 'buffet', 'pozole']","['South_Korea', 'Greece', 'UK', 'Mexico']","['East Asia', 'Europe', 'Europe', 'North America']",2,buffet
Ki-pe-36,UK,Europe,"Except the food original from UK, which country's food is more popular in UK?","Except the food original from the UK, which country's food is more popular in the UK?",D,"['italian cuisine', 'mexican', 'japanese cuisine', 'indian']","['Ιταλία', 'mexican', '일식', 'indian']","['Greece', 'US', 'South_Korea', 'UK']","['Europe', 'North America', 'East Asia', 'Europe']",3,indian
Ki-pe-39,UK,Europe,What food is usually prepared for a family picnic in UK?,What food is usually prepared for a family picnic in the UK?,A,"['sandwiches', 'sandwich', 'russian salad', 'fruit']","['sandwiches', 'sandwich', 'ensaladilla', '水果']","['UK', 'Mexico', 'Spain', 'China']","['Europe', 'North America', 'Europe', 'East Asia']",0,sandwiches
Ki-pe-40,UK,Europe,Which food from UK is considered disgusting by the rest of the world?,Which food from the UK is considered disgusting by the rest of the world?,B,"['snails', 'haggis', ""mcdonald's"", 'century egg']","['caracoles', 'haggis', ""mcdonald's"", '皮蛋']","['Spain', 'UK', 'US', 'China']","['Europe', 'Europe', 'North America', 'East Asia']",1,haggis
Ki-pe-43,UK,Europe,What is the name of the popular bread in UK?,What is the name of the popular bread in the UK?,C,"['baguette', 'pizza bread', 'hovis', 'concha']","['barra de pan', '피자빵', 'hovis', 'concha']","['Spain', 'South_Korea', 'UK', 'Mexico']","['Europe', 'East Asia', 'Europe', 'North America']",2,hovis
Kik-in-07,UK,Europe,What is usually shared to the children during (Lunar) New Year in UK?,What is usually given to children during (Lunar) New Year in the UK?,D,"['gifts', 'cash', 'pocket money', 'easter eggs']","['regalos', 'cash', '용돈', 'easter eggs']","['Spain', 'US', 'South_Korea', 'UK']","['Europe', 'North America', 'East Asia', 'Europe']",3,easter eggs
Kik-in-10,UK,Europe,What is the most popular tourist attraction for foreign visitors in UK?,What is the most popular tourist attraction for foreign visitors in the UK?,A,"['buckingham palace', 'acropolis', 'great wall', 'majuli']","['buckingham palace', 'Ακρόπολη', '长城', 'মাজুলী']","['UK', 'Greece', 'China', 'Assam']","['Europe', 'Europe', 'East Asia', 'South Asia']",0,buckingham palace
Kik-in-11,UK,Europe,"What is the most popular religious sites (temple, church, etc.) for tourism in UK?","What is the most popular religious sites (temple, church, etc.) for tourism in the UK?",B,"['borobudur', 'westminster abbey', 'mount athos', 'shaolin temple']","['borobudur', 'westminster abbey', 'Άγιο Όρος', '少林寺']","['Indonesia', 'UK', 'Greece', 'China']","['South Asia', 'Europe', 'Europe', 'East Asia']",1,westminster abbey
Kik-in-15,UK,Europe,What clothes do women usually wear on graduation commencement ceremony in UK?,What clothes do women usually wear on graduation ceremony in the UK?,C,"['suit', 'academic dress', 'gowns', 'sador mekhela']","['ταγέρ', '학위복', 'gowns', 'চাদৰ মেখেলা']","['Greece', 'South_Korea', 'UK', 'Assam']","['Europe', 'East Asia', 'Europe', 'South Asia']",2,gowns
Kik-in-16,UK,Europe,What drink is commonly consumed in UK when the weather is cold?,What drink is commonly consumed in the UK when the weather is cold?,D,"['coffee', 'warm tea', 'tsipouro', 'tea']","['커피', 'teh hangat', 'τσίπουρο', 'tea']","['South_Korea', 'Indonesia', 'Greece', 'UK']","['East Asia', 'South Asia', 'Europe', 'Europe']",3,tea
Kik-in-24,UK,Europe,What carbohydrate is usually served with chicken in a fast-food restaurant in UK?,What carbohydrate is usually served with chicken in a fast-food restaurant in the UK?,A,"['chips', 'rice', 'french fries', 'pilau']","['chips', '米饭', 'patatas fritas', 'পোলাও']","['UK', 'China', 'Spain', 'Assam']","['Europe', 'East Asia', 'Europe', 'South Asia']",0,chips
Kik-in-36,UK,Europe,Who is the most popular soccer coach in UK?,Who is the most popular football coach in the UK?,B,"['shin tae-yong', 'pep guardiola', 'ancelotti', 'li tie']","['shin tae-yong', 'pep guardiola', 'ancelotti', '李铁']","['Indonesia', 'UK', 'Spain', 'China']","['South Asia', 'Europe', 'Europe', 'East Asia']",1,pep guardiola
Kik-in-37,UK,Europe,What soccer teams in UK are famous for their intense rivalry? (e.g. ___ vs ___),What football teams in the UK are famous for their intense rivalry? (e.g. ___ vs ___),C,"['real madrid vs fc barcelona', 'suwon bluewings vs fc seoul', 'celtic vs rangers', 'oil india duliajan vs assam state electricity board']","['real madrid vs fc barcelona', '수원 삼성 대 FC 서울', 'celtic vs rangers', 'অইল ইণ্ডিয়া দুলীয়াজান বনাম অসম ৰাজ্যিক বিদ্যুৎ পৰিষদ']","['Spain', 'South_Korea', 'UK', 'Assam']","['Europe', 'East Asia', 'Europe', 'South Asia']",2,celtic vs rangers
Kik-in-40,UK,Europe,Who is the most famous male badminton player in UK?,Who is the most famous male badminton player in the UK?,D,"['taufik hidayat', 'yong-dae lee', 'pablo abián', 'marcus ellis']","['taufik hidayat', '이용대', 'pablo abián', 'marcus ellis']","['Indonesia', 'South_Korea', 'Spain', 'UK']","['South Asia', 'East Asia', 'Europe', 'Europe']",3,marcus ellis
Kik-in-45,UK,Europe,What sports field facilities are usually available at schools in UK?,What sports field facilities are usually available at schools in the UK?,A,"['football pitch', 'basketball', 'soccer field', 'basketball court']","['football pitch', 'μπάσκετ', 'futbol meydançası', '篮球馆']","['UK', 'Greece', 'Azerbaijan', 'China']","['Europe', 'Europe', 'Western Asia', 'East Asia']",0,football pitch
Na-ko-02,UK,Europe,What cafe beverage do people from UK most commonly enjoy?,What cafe beverage do people from the UK most commonly enjoy?,B,"['coffee', 'teas', 'latte', 'frappe']","['قهوه', 'teas', '拿铁', 'φραπές']","['Iran', 'UK', 'China', 'Greece']","['Western Asia', 'Europe', 'East Asia', 'Europe']",1,teas
Na-ko-04,UK,Europe,What is the preferred hangover cure food for people from UK?,What is the preferred hangover cure food for people from the UK?,C,"['gukbap', 'pickle juice', 'bacon sandwich', 'tripe soup']","['국밥', 'turşu suyu', 'bacon sandwich', 'πατσάς']","['South_Korea', 'Azerbaijan', 'UK', 'Greece']","['East Asia', 'Western Asia', 'Europe', 'Europe']",2,bacon sandwich
Na-ko-09,UK,Europe,What side dish is the most commonly served on a dining table in UK?,What side dish is the most commonly served on a dining table in the UK?,D,"['salad', 'kimchi', 'soup', 'fish & chips']","['σαλάτα', '김치', 'سوپ', 'fish & chips']","['Greece', 'South_Korea', 'Iran', 'UK']","['Europe', 'East Asia', 'Western Asia', 'Europe']",3,fish & chips
Na-ko-11,UK,Europe,What do people from UK eat while watching a soccer game?,What do people from the UK eat while watching a football game?,A,"['burgers', 'potato chips', 'tapas', 'crisps']","['burgers', '薯片', 'tapas', 'kartof çipsi']","['UK', 'China', 'Spain', 'Azerbaijan']","['Europe', 'East Asia', 'Europe', 'Western Asia']",0,burgers
Na-ko-15,UK,Europe,What is the representative nourishing food in UK?,What is the representative nourishing food in the UK?,B,"['olive oil', 'roast', 'ginseng', 'kebab']","['aceite de oliva', 'roast', '人参', 'کباب']","['Spain', 'UK', 'China', 'Iran']","['Europe', 'Europe', 'East Asia', 'Western Asia']",1,roast
Na-ko-16,UK,Europe,Who is the most famous soccer player in UK?,Who is the most famous football player in the UK?,C,"['son heung-min', 'iniesta', 'david beckham', 'mahir emreli']","['손흥민', 'iniesta', 'david beckham', 'Mahir Əmrəli']","['South_Korea', 'Spain', 'UK', 'Azerbaijan']","['East Asia', 'Europe', 'Europe', 'Western Asia']",2,david beckham
Na-ko-18,UK,Europe,What is the most common sport girls participate in during physical education classes in UK?,What is the most common sport girls participate in during physical education classes in the UK?,D,"['volleyball', 'dodgeball', 'basketball', 'netball']","['والیبال', '피구', 'baloncesto', 'netball']","['Iran', 'South_Korea', 'Spain', 'UK']","['Western Asia', 'East Asia', 'Europe', 'Europe']",3,netball
Na-ko-22,UK,Europe,Which country is considered the biggest rival in soccer matches for UK?,Which country is considered the biggest rival in football matches for the UK?,A,"['spain', 'argentina', 'turkey', 'meghalaya']","['spain', 'Argentina', 'Τουρκία', 'মেঘাল\u200bয়']","['UK', 'Mexico', 'Greece', 'Assam']","['Europe', 'North America', 'Europe', 'South Asia']",0,spain
Na-ko-24,UK,Europe,What is the most commonly eaten food in sports stadiums while watching games in UK?,What is the most commonly eaten food in sports stadiums while watching games in the UK?,B,"['fritters', 'Pies', 'pizza', 'hot dog']","['gorengan', 'Pies', 'pizza', 'χοτ ντογκ']","['Indonesia', 'UK', 'Mexico', 'Greece']","['South Asia', 'Europe', 'North America', 'Europe']",1,Pies
Na-ko-25,UK,Europe,What are the typical sports played in UK's school sports day?,What are the typical sports played at the UK's school sports day?,C,"['soccer', 'baseball', 'running', 'race']","['ποδόσφαιρο', 'baseball', 'running', 'দৌৰ']","['Greece', 'US', 'UK', 'Assam']","['Europe', 'North America', 'Europe', 'South Asia']",2,running
Na-ko-29,UK,Europe,Who is the most famous swimmer in UK?,Who is the most famous swimmer in the UK?,D,"['i gede siman sudartawa', 'aris grigoriadis', 'Micahel Phelps', 'duncan goodhew']","['i gede siman sudartawa', 'Άρης Γρηγοριάδης', 'Micahel Phelps', 'duncan goodhew']","['Indonesia', 'Greece', 'US', 'UK']","['South Asia', 'Europe', 'North America', 'Europe']",3,duncan goodhew
Na-ko-30,UK,Europe,What is the most popular e-sports game in UK?,What is the most popular e-sports game in the UK?,A,"['fortnite', 'fifa', 'league of legends', 'pubg']","['fortnite', 'fifa', 'lol', 'পাবজী']","['UK', 'Mexico', 'Spain', 'Assam']","['Europe', 'North America', 'Europe', 'South Asia']",0,fortnite
Na-ko-33,UK,Europe,What symbolic food do people from UK eat on (Lunar) New Year?,What symbolic food do people from the UK eat on (Lunar) New Year?,B,"['noodles', 'chinese cuisine', 'grapes', 'turkey']","['mie', 'chinese cuisine', 'uvas', 'pavo']","['Indonesia', 'UK', 'Spain', 'Mexico']","['South Asia', 'Europe', 'Europe', 'North America']",1,chinese cuisine
Na-ko-37,UK,Europe,What is the most popular domestic vacation spot for people from UK?,What is the most popular domestic vacation spot for people from the UK?,C,"['malaga', 'guwahati', 'cornwall', 'florida']","['malaga', 'গুৱাহাটী', 'cornwall', 'florida']","['Spain', 'Assam', 'UK', 'US']","['Europe', 'South Asia', 'Europe', 'North America']",2,cornwall
Na-ko-42,UK,Europe,What type of food is commonly provided at funeral parlors in UK?,What type of food is commonly provided at funeral parlors in the UK?,D,"['tapas', 'finger foods', 'bread', 'sandwiches']","['tapeo', 'finger foods', 'roti', 'sandwiches']","['Spain', 'US', 'Indonesia', 'UK']","['Europe', 'North America', 'South Asia', 'Europe']",3,sandwiches
Na-ko-43,UK,Europe,What do people do in UK in the morning of the (Lunar) New Year?,What do people do in the UK in the morning of the (Lunar) New Year?,A,"['sleep', 'house cleaning', 'they eat', 'eat the leftovers from the previous night']","['sleep', 'evi yığışdırıllar', 'τρώνε', 'comer recalentado']","['UK', 'Azerbaijan', 'Greece', 'Mexico']","['Europe', 'Western Asia', 'Europe', 'North America']",0,sleep
Na-ko-45,UK,Europe,What is the most popular honeymoon destination in UK?,What is the most popular honeymoon destination in the UK?,B,"['kish island', 'london', 'cancun', 'santorini']","['جزیره کیش', 'london', 'Cancún', 'Σαντορίνη']","['Iran', 'UK', 'Mexico', 'Greece']","['Western Asia', 'Europe', 'North America', 'Europe']",1,london
Ne-ar-05,UK,Europe,What is the most important national holiday in UK?,What is the most important national holiday in the UK?,C,"['July 4th', 'march 25th', '25th December', 'novruz']","['July 4th', '25 Μαρτίου', '25th December', 'Novruz bayramı']","['US', 'Greece', 'UK', 'Azerbaijan']","['North America', 'Europe', 'Europe', 'Western Asia']",2,25th December
Ne-ar-06,UK,Europe,What do people from UK eat in Ramadan?,What do people from the UK eat during Ramadan?,D,"['potage', 'meat', 'all the food', 'sweets']","['آش', 'meat', 'όλα τα τρόφιμα', 'sweets']","['Iran', 'US', 'Greece', 'UK']","['Western Asia', 'North America', 'Europe', 'Europe']",3,sweets
Ne-ar-11,UK,Europe,Where do people from UK go to celebrate New Year's Day?,Where do people from the UK go to celebrate New Year's Day?,A,"['family houses', 'home', 'celebrate at home with the family', ""to a relative's house""]","['family houses', 'evdə', 'celebran en casa con la familia', 'a casa de un familiar']","['UK', 'Azerbaijan', 'Mexico', 'Spain']","['Europe', 'Western Asia', 'North America', 'Europe']",0,family houses
Ne-ar-16,UK,Europe,"When is the weekend in UK (e.g. Monday, Tuesday)?","When is the weekend in the UK (e.g. Monday, Tuesday)?",B,"['sunday', 'saturday', 'friday', 'saturday and sunday']","['domingo', 'saturday', 'جمعه', 'sabado y domingo']","['Spain', 'UK', 'Iran', 'Mexico']","['Europe', 'Europe', 'Western Asia', 'North America']",1,saturday
Ne-ar-24,UK,Europe,Which city is the primary commercial hub in UK?,Which city is the primary commercial hub in the UK?,C,"['barcelona', 'nyc', 'london', 'baku']","['barcelona', 'nyc', 'london', 'Bakı']","['Spain', 'US', 'UK', 'Azerbaijan']","['Europe', 'North America', 'Europe', 'Western Asia']",2,london
Ne-ar-25,UK,Europe,What is the industry that pays the best in UK?,What is the industry that pays the best in the UK?,D,"['technology', 'oil industry', 'medical', 'banking']","['tecnología', 'صنعت نفت', 'medical', 'banking']","['Spain', 'Iran', 'US', 'UK']","['Europe', 'Western Asia', 'North America', 'Europe']",3,banking
Ne-ar-26,UK,Europe,What is the most famous public corporation in UK?,What is the most famous public corporation in the UK?,A,"['bbc', 'public power corporation', 'state oil company of azerbaijan', 'assam gas company limited']","['bbc', 'ΔΕΗ', 'Dövlət Neft Şirkəti', 'অসম গেছ কোম্পানী লিমিটেড']","['UK', 'Greece', 'Azerbaijan', 'Assam']","['Europe', 'Europe', 'Western Asia', 'South Asia']",0,bbc
Ne-ar-31,UK,Europe,What is the most famous dish in UK?,What is the most famous dish in the UK?,B,"['pastitsio', 'fish & chips', 'ghormeh sabzi', 'alkaline']","['παστίτσιο', 'fish & chips', 'قرمه سبزی', 'খাৰ']","['Greece', 'UK', 'Iran', 'Assam']","['Europe', 'Europe', 'Western Asia', 'South Asia']",1,fish & chips
Ne-ar-32,UK,Europe,What do people usually have for breakfast in UK?,What do people usually have for breakfast in the UK?,C,"['cereals', 'fried rice', 'cereal', 'cheese']","['δημητριακά', 'nasi goreng', 'cereal', 'pendir']","['Greece', 'Indonesia', 'UK', 'Azerbaijan']","['Europe', 'South Asia', 'Europe', 'Western Asia']",2,cereal
Ne-ar-34,UK,Europe,What is typically indispensable in meals in UK?,What is typically indispensable in meals in the UK?,D,"['bread', 'chili paste', 'rice', 'salt']","['ψωμί', 'sambal', 'برنج', 'salt']","['Greece', 'Indonesia', 'Iran', 'UK']","['Europe', 'South Asia', 'Western Asia', 'Europe']",3,salt
Ne-ar-36,UK,Europe,What is a typical festive meal in UK?,What is a typical festive meal in the UK?,A,"['turkey and the trimmings', 'paella', 'rice cake', 'azerbaijani rice']","['turkey and the trimmings', 'paella', 'পিঠা পনা', 'plov']","['UK', 'Spain', 'Assam', 'Azerbaijan']","['Europe', 'Europe', 'South Asia', 'Western Asia']",0,turkey and the trimmings
Ne-ar-39,UK,Europe,What is the cheapest fast food in UK?,What is the cheapest fast food in the UK?,B,"['falafel', 'mcdonalds', 'maggi', 'kebab']","['فلافل', 'mcdonalds', 'মেগি', 'kebab']","['Iran', 'UK', 'Assam', 'Spain']","['Western Asia', 'Europe', 'South Asia', 'Europe']",1,mcdonalds
Ne-ar-43,UK,Europe,What do people usually have with tea in UK?,What do people usually have with tea in the UK?,C,"['snack', 'cookies', 'biscuit', 'sweets']","['makanan ringan', 'galletas', 'biscuit', 'şirniyyat']","['Indonesia', 'Spain', 'UK', 'Azerbaijan']","['South Asia', 'Europe', 'Europe', 'Western Asia']",2,biscuit
Ne-ar-44,UK,Europe,What do people have with coffee in UK?,What do people have with coffee in the UK?,D,"['milk', 'traditional cake', 'sugar cube', 'biscuits']","['leche', 'kue tradisional', 'قند', 'biscuits']","['Spain', 'Indonesia', 'Iran', 'UK']","['Europe', 'South Asia', 'Western Asia', 'Europe']",3,biscuits
New-am-02,UK,Europe,What is the most popular traditional food in UK?,What is the most popular traditional food in the UK?,A,"['fish & chips', 'pastitsio', 'couscous', 'dumplings']","['fish & chips', 'παστίτσιο', 'الكسكسي', '饺子']","['UK', 'Greece', 'Algeria', 'China']","['Europe', 'Europe', 'Africa', 'East Asia']",0,fish & chips
New-am-04,UK,Europe,What is the most popular dipping sauce in UK?,What is the most popular dipping sauce in the UK?,B,"['soy sauce', 'ketchup', 'tzatziki', 'harissa']","['간장', 'ketchup', 'τζατζίκι', 'الهريسة']","['South_Korea', 'UK', 'Greece', 'Algeria']","['East Asia', 'Europe', 'Europe', 'Africa']",1,ketchup
New-am-27,UK,Europe,Who is the most popular female sportperson in UK?,Who is the most popular female sportperson in the UK?,C,"['voula patoulidou', 'guo jingjing', 'Mary Earps', 'deraretu tulu']","['Βούλα Πατουλίδου', '郭晶晶', 'Mary Earps', 'ደራርቱ ቱሉ']","['Greece', 'China', 'UK', 'Ethiopia']","['Europe', 'East Asia', 'Europe', 'Africa']",2,Mary Earps
New-am-34,UK,Europe,Where do most elementary school students prepare for their exams in UK?,Where do most primary school students prepare for their exams in the UK?,D,"['at home', 'house', 'in their home', 'school']","['στο σπίτι', '집', 'ቤታቸው', 'school']","['Greece', 'South_Korea', 'Ethiopia', 'UK']","['Europe', 'East Asia', 'Africa', 'Europe']",3,school
New-am-41,UK,Europe,"In UK, at which grade level do students take their first national-level examination?","In the UK, at which grade level do students take their first national-level examination?",A,"['year 11', 'third grade of high school', 'final year of high school', 'after primary']","['year 11', 'τρίτη λυκείου', '高三', 'gama firamare']","['UK', 'Greece', 'China', 'Northern_Nigeria']","['Europe', 'Europe', 'East Asia', 'Africa']",0,year 11
New-am-53,UK,Europe,Which region in UK is widely known for its coffee/tea industry?,Which region in the UK is widely known for its coffee/tea industry?,B,"['athens', 'yorkshire', 'boseong', 'plateau']","['Αθήνα', 'yorkshire', '보성', 'filato']","['Greece', 'UK', 'South_Korea', 'Northern_Nigeria']","['Europe', 'Europe', 'East Asia', 'Africa']",1,yorkshire
New-am-54,UK,Europe,Which region in UK is widely known for its livestock industry?,Which region in the UK is widely known for its livestock industry?,C,"['inner mongolia', 'galicia', 'wales', 'djelfa']","['内蒙古', 'galicia', 'wales', 'الجلفة']","['China', 'Spain', 'UK', 'Algeria']","['East Asia', 'Europe', 'Europe', 'Africa']",2,wales
New-am-72,UK,Europe,What is the most popular comic book for children to read in UK?,What is the most popular comic book for children to read in the UK?,D,"['mort & phil', 'kalila et dimna', 'why', 'beano']","['mortadelo y filemón', 'قصص كليلة و دمنة', 'why', 'beano']","['Spain', 'Algeria', 'South_Korea', 'UK']","['Europe', 'Africa', 'East Asia', 'Europe']",3,beano
New-am-74,UK,Europe,What is the most popular talk show in UK?,What is the most popular talk show in the UK?,A,"['graham norton', 'arehibu', 'el hormiguero', 'rock & roast']","['graham norton', 'አርሂቡ', 'el hormiguero', '脱口秀大会']","['UK', 'Ethiopia', 'Spain', 'China']","['Europe', 'Africa', 'Europe', 'East Asia']",0,graham norton
New-as-01,UK,Europe,What is the main agricultural product produced in UK?,What is the main agricultural product produced in the UK?,B,"['rice', 'potato', 'tef', 'fruit']","['쌀', 'potato', 'ጤፍ', 'fruta']","['South_Korea', 'UK', 'Ethiopia', 'Spain']","['East Asia', 'Europe', 'Africa', 'Europe']",1,potato
New-as-07,UK,Europe,What is the most popular dish cooked with fish in UK?,What is the most popular dish cooked with fish in the UK?,C,"['dambo', 'cod pil-pil style', 'fish & chips', 'sichuan boiled fish']","['dambu', 'bacalao al pil-pil', 'fish & chips', '水煮鱼']","['Northern_Nigeria', 'Spain', 'UK', 'China']","['Africa', 'Europe', 'Europe', 'East Asia']",2,fish & chips
New-as-14,UK,Europe,What food do people from UK like to eat during rainy weather?,What food do people from the UK like to eat during rainy weather?,D,"['mashed food', 'makgeolli', 'stew', 'soup']","['tuwo', '막걸리', 'puchero', 'soup']","['Northern_Nigeria', 'South_Korea', 'Spain', 'UK']","['Africa', 'East Asia', 'Europe', 'Europe']",3,soup
New-as-76,UK,Europe,What traditional games do families play during traditional holidays in UK?,What traditional games do families play during traditional holidays in the UK?,A,"['monopoly', 'traditional mexican bingo', 'hide and seek', 'card games']","['monopoly', 'lotería', 'الغميضة', 'χαρτιά']","['UK', 'Mexico', 'Algeria', 'Greece']","['Europe', 'North America', 'Africa', 'Europe']",0,monopoly
New-as-80,UK,Europe,What type of clothing do people from UK wear during traditional festivals?,What type of clothing do people from the UK wear during traditional festivals?,B,"['traditional', 'casual wear', 'hooded cloak', 'formal']","['παραδοσιακά', 'casual wear', 'البرنوس', 'formal']","['Greece', 'UK', 'Algeria', 'US']","['Europe', 'Europe', 'Africa', 'North America']",1,casual wear
New-as-89,UK,Europe,What traditional festival accessories do people from UK wear?,What traditional festival accessories do people from the UK wear?,C,"['handkerchiefs', 'gold', 'party hats', 'poncho']","['μαντήλες', 'ወርቅ', 'party hats', 'poncho']","['Greece', 'Ethiopia', 'UK', 'Mexico']","['Europe', 'Africa', 'Europe', 'North America']",2,party hats
New-az-05,UK,Europe,What is the most famous region for alcohol production in UK?,What is the most famous region for alcohol production in the UK?,D,"['chios', 'addis abeba', 'new york', 'scotland']","['Χίος', 'አዲስ አበባ', 'new york', 'scotland']","['Greece', 'Ethiopia', 'US', 'UK']","['Europe', 'Africa', 'North America', 'Europe']",3,scotland
New-az-11,UK,Europe,What fruit do people from UK often eat in the summer season?,What fruit do people from the UK often eat in the summer season?,A,"['stawberries', 'sugar cane', 'watermelon', 'mango']","['stawberries', 'rake', 'καρπούζια', 'mango']","['UK', 'Northern_Nigeria', 'Greece', 'Mexico']","['Europe', 'Africa', 'Europe', 'North America']",0,stawberries
New-az-12,UK,Europe,Which region in UK is known for its seafood?,Which region in the UK is known for its seafood?,B,"['new england', 'cornwall', 'yobe', 'aegean islands']","['new england', 'cornwall', 'yobe', 'Νησιά Αιγαίου']","['US', 'UK', 'Northern_Nigeria', 'Greece']","['North America', 'Europe', 'Africa', 'Europe']",1,cornwall
New-az-21,UK,Europe,Which region in UK is the most popular skiing destination?,Which region in the UK is the most popular skiing destination?,C,"['pomegranate', 'chihuahua', 'scotland', 'tikjda']","['granada', 'Chihuahua', 'scotland', 'تيكجدة']","['Spain', 'Mexico', 'UK', 'Algeria']","['Europe', 'North America', 'Europe', 'Africa']",2,scotland
New-az-39,UK,Europe,Which country is the most popular destination for students from UK studying abroad?,Which country is the most popular destination for students from the UK studying abroad?,D,"['europe', 'france', 'italy', 'america']","['europe', 'فرنسا', 'Italia', 'america']","['US', 'Algeria', 'Spain', 'UK']","['North America', 'Africa', 'Europe', 'Europe']",3,america
New-ch-01,UK,Europe,What kind of meat do people usually eat when they have barbecue in UK?,What kind of meat do people usually eat when they have a barbecue in the UK?,A,"['chicken', 'chops', 'red meat', 'beef steaks']","['chicken', 'chuletas', 'ቀይ ስጋ', 'cortes']","['UK', 'Spain', 'Ethiopia', 'Mexico']","['Europe', 'Europe', 'Africa', 'North America']",0,chicken
New-ch-05,UK,Europe,What is the most famous spicy dish in UK?,What is the most famous spicy dish in the UK?,B,"['piri piri', 'madras', 'hot wings', 'spicy potatoes']","['ሚጥሚጣ', 'madras', 'hot wings', 'patatas bravas']","['Ethiopia', 'UK', 'US', 'Spain']","['Africa', 'Europe', 'North America', 'Europe']",1,madras
New-ch-09,UK,Europe,What food do people typically consume when the weather is cold in UK?,What food do people typically consume when the weather is cold in the UK?,C,"['bread', 'soup', 'stew', 'pan cake']","['pan', 'sopa', 'stew', 'waina']","['Mexico', 'Spain', 'UK', 'Northern_Nigeria']","['North America', 'Europe', 'Europe', 'Africa']",2,stew
New-ch-15,UK,Europe,What prepared/ready-to-eat food do people typically buy at supermarkets in UK?,What prepared/ready-to-eat food do people typically buy at supermarkets in the UK?,D,"['frozen pizza', 'cannelloni', 'chin-chin', 'curry']","['frozen pizza', 'canelones', 'cin-cin', 'curry']","['US', 'Spain', 'Northern_Nigeria', 'UK']","['North America', 'Europe', 'Africa', 'Europe']",3,curry
New-ch-16,UK,Europe,What is the most famous sports-related movie in UK?,What is the most famous sports-related movie in the UK?,A,"['bend it like beckham', 'inspector tahar scors the goal', 'run milkha run', 'mamma mia']","['bend it like beckham', 'المفتش الطاهر يسجل الهدف', 'ভাগ মিলখা ভাগ', 'Μάμα Μία']","['UK', 'Algeria', 'Assam', 'Greece']","['Europe', 'Africa', 'South Asia', 'Europe']",0,bend it like beckham
New-ch-18,UK,Europe,Which track and field event is the most popular to watch during competitions in UK?,Which track and field event is the most popular to watch during competitions in the UK?,B,"['long jump', '100m', 'badminton', 'running']","['άλμα εις μήκος', '100m', 'badminton', 'العدو']","['Greece', 'UK', 'Indonesia', 'Algeria']","['Europe', 'Europe', 'South Asia', 'Africa']",1,100m
New-ch-19,UK,Europe,Which gymnastics event is the most popular to watch during competitions in UK?,Which gymnastics event is the most popular to watch during competitions in the UK?,C,"['soccer', 'ground exercise', 'floor', 'circus']","['ποδόσφαιρο', 'মাটিআখৰা', 'floor', 'ሰርከስ']","['Greece', 'Assam', 'UK', 'Ethiopia']","['Europe', 'South Asia', 'Europe', 'Africa']",2,floor
New-ch-27,UK,Europe,Who is the most famous boxer in UK?,Who is the most famous boxer in the UK?,D,"['girmaw demboba', 'chris john', 'michalis zambidis', 'tyson fury']","['ገረመው ደምቦባ', 'chris john', 'Μιχάλης Ζαμπίδης', 'tyson fury']","['Ethiopia', 'Indonesia', 'Greece', 'UK']","['Africa', 'South Asia', 'Europe', 'Europe']",3,tyson fury
